Tid,Refund,Marital Status,Taxable Income,Cheat
1019,No,Divorced,220k,Yes
1020,No,Married,161k,No
1021,Yes,Single,107k,No
1022,Yes,Single,54k,No
1023,No,Married,90k,Yes
1024,No,Single,89k,Yes
1025,No,Single,214k,No
1026,No,Married,101k,No
1027,No,Single,216k,Yes
1028,No,Single,234k,No
1029,Yes,Married,160k,No
1030,Yes,Single,128k,No
1031,No,Married,248k,Yes
1032,Yes,Married,186k,No
1033,No,Divorced,128k,Yes
1034,Yes,Married,134k,Yes
1035,No,Married,144k,Yes
1036,No,Single,108k,No
1037,Yes,Single,133k,No
1038,Yes,Divorced,101k,No
1039,No,Single,232k,No
1040,No,Divorced,191k,Yes
1041,No,Married,163k,Yes
1042,Yes,Single,65k,No
1043,No,Married,163k,Yes
1044,No,Married,77k,Yes
1045,No,Married,86k,No
1046,No,Married,211k,No
1047,Yes,Divorced,85k,Yes
1048,No,Single,104k,Yes
1049,No,Single,90k,No
1050,No,Single,66k,No
1051,No,Single,58k,Yes
1052,No,Divorced,149k,Yes
1053,No,Single,131k,Yes
1054,Yes,Single,157k,No
1055,No,Married,189k,No
1056,No,Single,158k,No
1057,Yes,Single,152k,No
1058,No,Married,134k,No
1059,No,Married,212k,No
1060,No,Single,57k,Yes
1061,No,Married,101k,No
1062,No,Single,180k,No
1063,No,Married,199k,No
1064,No,Divorced,151k,No
1065,No,Single,83k,Yes
1066,Yes,Divorced,161k,No
1067,No,Divorced,185k,Yes
1068,Yes,Married,191k,No
1069,No,Single,118k,No
1070,No,Divorced,109k,Yes
1071,No,Single,143k,No
1072,Yes,Single,55k,Yes
1073,No,Married,101k,No
1074,Yes,Married,100k,No
1075,Yes,Single,77k,Yes
1076,No,Single,195k,No
1077,Yes,Married,142k,No
1078,No,Divorced,159k,No
1079,No,Single,92k,Yes
1080,No,Single,166k,No
1081,Yes,Married,71k,No
1082,Yes,Married,125k,Yes
1083,No,Single,110k,No
1084,No,Married,130k,No
1085,Yes,Single,83k,No
1086,No,Divorced,112k,No
1087,No,Single,54k,Yes
1088,No,Married,178k,No
1089,No,Divorced,75k,No
1090,No,Divorced,175k,No
1091,No,Single,160k,No
1092,No,Single,64k,Yes
1093,No,Single,197k,Yes
1094,No,Married,128k,Yes
1095,No,Single,225k,No
1096,No,Divorced,107k,No
1097,No,Married,93k,No
1098,Yes,Married,93k,No
1099,No,Single,139k,No
1100,Yes,Married,98k,Yes
1101,No,Married,103k,No
1102,No,Married,62k,No
1103,Yes,Married,209k,No
1104,No,Single,74k,Yes
1105,Yes,Married,172k,No
1106,No,Divorced,87k,Yes
1107,Yes,Single,190k,Yes
1108,No,Single,68k,Yes
1109,Yes,Single,54k,No
1110,No,Single,216k,No
1111,No,Married,178k,No
1112,No,Single,189k,No
1113,Yes,Single,238k,No
1114,Yes,Single,195k,No
1115,No,Married,106k,No
1116,No,Divorced,222k,Yes
1117,No,Single,116k,No
1118,Yes,Married,239k,No
1119,Yes,Single,241k,No
1120,Yes,Single,105k,No
1121,Yes,Divorced,55k,No
1122,No,Divorced,102k,No
1123,No,Married,144k,Yes
1124,No,Single,113k,Yes
1125,No,Divorced,152k,No
1126,No,Married,144k,No
1127,No,Single,133k,No
1128,No,Single,93k,Yes
1129,No,Single,124k,No
1130,No,Single,199k,No
1131,No,Single,134k,No
1132,No,Married,136k,No
1133,No,Married,220k,No
1134,No,Married,213k,Yes
1135,No,Divorced,189k,No
1136,No,Single,73k,Yes
1137,Yes,Married,159k,No
1138,No,Married,52k,No
1139,Yes,Married,134k,Yes
1140,No,Married,64k,No
1141,Yes,Single,54k,No
1142,No,Divorced,74k,No
1143,No,Married,175k,Yes
1144,Yes,Married,69k,No
1145,No,Divorced,74k,Yes
1146,Yes,Divorced,64k,No
1147,No,Single,58k,Yes
1148,No,Married,105k,No
1149,No,Divorced,138k,Yes
1150,No,Single,94k,Yes
1151,No,Married,207k,Yes
1152,No,Single,226k,Yes
1153,No,Divorced,157k,Yes
1154,No,Single,50k,No
1155,Yes,Single,141k,No
1156,No,Single,61k,Yes
1157,No,Divorced,98k,Yes
1158,No,Married,188k,No
1159,No,Single,77k,Yes
1160,Yes,Divorced,83k,No
1161,No,Married,87k,No
1162,No,Married,149k,Yes
1163,Yes,Married,241k,No
1164,No,Married,135k,No
1165,Yes,Single,224k,No
1166,Yes,Married,132k,No
1167,No,Single,102k,No
1168,No,Married,192k,Yes
1169,No,Married,78k,Yes
1170,No,Single,234k,No
1171,No,Divorced,78k,Yes
1172,No,Divorced,213k,Yes
1173,No,Divorced,245k,No
1174,No,Single,217k,No
1175,No,Single,146k,No
1176,No,Married,60k,Yes
1177,Yes,Single,227k,No
1178,No,Married,62k,No
1179,No,Single,146k,Yes
1180,No,Single,197k,No
1181,No,Single,220k,No
1182,Yes,Divorced,168k,No
1183,Yes,Single,70k,Yes
1184,Yes,Married,191k,No
1185,No,Married,132k,No
1186,No,Married,148k,No
1187,No,Single,130k,Yes
1188,No,Married,108k,No
1189,No,Married,132k,No
1190,Yes,Single,93k,No
1191,No,Married,60k,No
1192,No,Married,78k,No
1193,No,Divorced,208k,Yes
1194,No,Married,112k,No
1195,No,Single,157k,No
1196,No,Divorced,239k,No
1197,No,Married,113k,No
1198,No,Divorced,235k,Yes
1199,No,Married,220k,Yes
1200,No,Single,93k,No
1201,No,Married,102k,Yes
1202,No,Single,186k,Yes
1203,Yes,Single,99k,No
1204,No,Single,53k,Yes
1205,No,Married,167k,No
1206,Yes,Married,148k,No
1207,Yes,Divorced,56k,Yes
1208,No,Divorced,62k,Yes
1209,No,Married,95k,Yes
1210,Yes,Married,93k,No
1211,No,Married,129k,No
1212,No,Single,249k,No
1213,Yes,Married,70k,No
1214,Yes,Divorced,136k,No
1215,No,Divorced,224k,Yes
1216,Yes,Single,133k,No
1217,Yes,Married,77k,No
1218,No,Single,179k,Yes
1219,No,Divorced,160k,No
1220,Yes,Divorced,129k,Yes
1221,No,Married,86k,No
1222,Yes,Single,51k,Yes
1223,No,Single,83k,Yes
1224,No,Married,228k,No
1225,No,Single,214k,No
1226,Yes,Single,56k,No
1227,No,Divorced,206k,Yes
1228,No,Married,86k,No
1229,No,Single,166k,No
1230,No,Married,90k,No
1231,No,Married,225k,No
1232,No,Single,74k,Yes
1233,No,Single,115k,No
1234,No,Single,190k,Yes
1235,No,Married,127k,Yes
1236,No,Divorced,157k,Yes
1237,No,Married,240k,No
1238,No,Single,247k,No
1239,No,Single,159k,No
1240,No,Divorced,126k,Yes
1241,No,Divorced,58k,No
1242,Yes,Married,238k,No
1243,No,Single,182k,No
1244,No,Single,243k,Yes
1245,No,Single,92k,Yes
1246,No,Married,114k,No
1247,Yes,Married,190k,Yes
1248,No,Married,61k,No
1249,No,Single,62k,No
1250,No,Divorced,200k,Yes
1251,No,Divorced,230k,No
1252,No,Single,106k,No
1253,Yes,Single,54k,No
1254,No,Single,153k,No
1255,Yes,Married,228k,No
1256,Yes,Single,249k,No
1257,Yes,Married,57k,Yes
1258,No,Married,52k,Yes
1259,Yes,Single,168k,Yes
1260,Yes,Single,105k,No
1261,Yes,Single,223k,No
1262,No,Single,236k,No
1263,No,Divorced,125k,No
1264,No,Divorced,82k,Yes
1265,No,Single,198k,Yes
1266,No,Single,108k,No
1267,No,Single,148k,No
1268,No,Single,62k,Yes
1269,No,Married,208k,No
1270,No,Divorced,245k,Yes
1271,Yes,Single,65k,No
1272,Yes,Married,169k,No
1273,No,Single,129k,No
1274,No,Divorced,192k,Yes
1275,No,Married,243k,No
1276,Yes,Single,50k,Yes
1277,No,Married,96k,Yes
1278,Yes,Divorced,98k,Yes
1279,No,Married,231k,Yes
1280,No,Divorced,127k,Yes
1281,No,Married,234k,No
1282,No,Single,195k,No
1283,Yes,Divorced,238k,No
1284,No,Married,186k,Yes
1285,No,Married,127k,No
1286,No,Married,119k,No
1287,No,Single,145k,No
1288,No,Single,210k,No
1289,No,Divorced,197k,Yes
1290,No,Married,83k,Yes
1291,No,Married,159k,No
1292,No,Married,88k,Yes
1293,No,Married,146k,No
1294,No,Married,127k,No
1295,No,Single,189k,Yes
1296,Yes,Married,138k,No
1297,No,Divorced,205k,Yes
1298,No,Married,144k,No
1299,No,Married,247k,No
1300,No,Single,83k,Yes
1301,No,Married,141k,No
1302,Yes,Divorced,101k,Yes
1303,No,Single,133k,No
1304,No,Divorced,224k,Yes
1305,No,Single,63k,Yes
1306,Yes,Single,102k,No
1307,No,Single,238k,No
1308,Yes,Single,128k,No
1309,Yes,Divorced,82k,Yes
1310,No,Married,178k,No
1311,No,Divorced,130k,No
1312,Yes,Single,237k,No
1313,No,Married,142k,Yes
1314,Yes,Married,143k,No
1315,Yes,Married,185k,No
1316,No,Single,215k,Yes
1317,No,Married,57k,No
1318,Yes,Single,104k,No
1319,No,Single,179k,No
1320,No,Single,136k,No
1321,No,Married,229k,No
1322,No,Single,139k,No
1323,No,Married,160k,No
1324,No,Married,242k,Yes
1325,No,Single,52k,Yes
1326,No,Single,92k,Yes
1327,No,Single,100k,Yes
1328,No,Married,65k,No
1329,No,Divorced,219k,Yes
1330,No,Single,226k,Yes
1331,No,Married,88k,Yes
1332,No,Married,90k,No
1333,Yes,Single,136k,No
1334,No,Single,79k,No
1335,No,Single,68k,Yes
1336,No,Married,119k,No
1337,No,Married,82k,No
1338,Yes,Married,91k,No
1339,No,Married,237k,No
1340,No,Married,172k,Yes
1341,No,Married,66k,No
1342,No,Single,122k,No
1343,No,Married,160k,No
1344,No,Married,201k,No
1345,Yes,Married,52k,No
1346,Yes,Married,97k,No
1347,No,Married,176k,Yes
1348,No,Single,174k,No
1349,No,Married,219k,No
1350,No,Married,113k,No
1351,No,Single,122k,No
1352,Yes,Single,87k,Yes
1353,No,Married,62k,No
1354,No,Single,240k,No
1355,No,Single,188k,No
1356,No,Single,221k,No
1357,No,Married,175k,No
1358,No,Divorced,202k,Yes
1359,No,Single,218k,Yes
1360,No,Single,204k,No
1361,No,Married,195k,Yes
1362,Yes,Divorced,222k,No
1363,Yes,Divorced,68k,No
1364,Yes,Married,110k,No
1365,Yes,Married,58k,Yes
1366,No,Married,233k,No
1367,No,Single,111k,Yes
1368,No,Married,158k,No
1369,No,Married,84k,No
1370,No,Married,232k,Yes
1371,Yes,Divorced,197k,No
1372,No,Married,128k,No
1373,No,Married,220k,No
1374,Yes,Divorced,119k,No
1375,Yes,Divorced,71k,Yes
1376,Yes,Divorced,124k,No
1377,Yes,Married,147k,Yes
1378,No,Married,232k,No
1379,No,Divorced,236k,Yes
1380,No,Divorced,96k,Yes
1381,No,Married,97k,No
1382,No,Married,220k,No
1383,No,Divorced,121k,Yes
1384,No,Divorced,153k,Yes
1385,No,Single,63k,Yes
1386,Yes,Single,61k,No
1387,No,Divorced,57k,No
1388,No,Divorced,194k,Yes
1389,Yes,Single,181k,No
1390,Yes,Married,89k,No
1391,Yes,Single,50k,Yes
1392,Yes,Married,158k,No
1393,No,Single,172k,Yes
1394,Yes,Married,72k,No
1395,No,Married,158k,No
1396,No,Single,170k,Yes
1397,Yes,Married,157k,No
1398,No,Married,172k,Yes
1399,Yes,Single,74k,No
1400,No,Divorced,200k,Yes
1401,Yes,Single,223k,No
1402,Yes,Single,93k,Yes
1403,Yes,Single,79k,No
1404,No,Divorced,179k,Yes
1405,Yes,Divorced,89k,No
1406,Yes,Divorced,153k,No
1407,No,Single,200k,No
1408,No,Divorced,112k,Yes
1409,No,Single,214k,Yes
1410,Yes,Married,170k,No
1411,No,Single,77k,Yes
1412,No,Married,176k,No
1413,Yes,Married,242k,No
1414,No,Married,104k,No
1415,Yes,Married,198k,No
1416,No,Married,110k,Yes
1417,No,Divorced,156k,Yes
1418,No,Married,157k,No
1419,No,Single,118k,No
1420,No,Divorced,229k,Yes
1421,No,Divorced,117k,Yes
1422,Yes,Married,194k,No
1423,No,Single,153k,Yes
1424,No,Married,222k,No
1425,Yes,Single,247k,No
1426,No,Married,215k,No
1427,No,Single,188k,No
1428,No,Single,67k,Yes
1429,Yes,Divorced,92k,No
1430,No,Married,186k,No
1431,No,Married,140k,No
1432,No,Single,240k,Yes
1433,No,Married,157k,No
1434,No,Married,66k,No
1435,No,Divorced,136k,Yes
1436,No,Single,139k,No
1437,No,Single,184k,No
1438,Yes,Married,210k,No
1439,Yes,Married,154k,No
1440,No,Married,127k,No
1441,Yes,Divorced,238k,No
1442,Yes,Married,217k,No
1443,No,Married,99k,Yes
1444,No,Single,186k,Yes
1445,No,Single,62k,Yes
1446,Yes,Married,55k,Yes
1447,No,Married,242k,No
1448,No,Single,133k,No
1449,No,Married,151k,No
1450,No,Single,235k,No
1451,No,Married,124k,Yes
1452,Yes,Single,210k,No
1453,Yes,Single,74k,No
1454,No,Married,93k,Yes
1455,No,Married,97k,No
1456,No,Single,219k,No
1457,Yes,Divorced,194k,No
1458,No,Single,93k,Yes
1459,No,Married,215k,No
1460,No,Married,140k,Yes
1461,No,Single,113k,No
1462,No,Married,181k,Yes
1463,No,Married,242k,Yes
1464,No,Married,247k,No
1465,No,Married,143k,No
1466,No,Married,91k,Yes
1467,No,Single,200k,No
1468,No,Divorced,181k,Yes
1469,Yes,Married,213k,Yes
1470,No,Married,126k,No
1471,No,Single,160k,No
1472,No,Single,165k,No
1473,No,Single,169k,Yes
1474,No,Single,193k,Yes
1475,No,Single,63k,Yes
1476,No,Divorced,102k,Yes
1477,Yes,Single,163k,Yes
1478,No,Married,122k,No
1479,Yes,Single,137k,No
1480,No,Married,103k,No
1481,No,Single,168k,Yes
1482,Yes,Single,127k,Yes
1483,Yes,Married,129k,No
1484,No,Single,100k,No
1485,No,Divorced,146k,Yes
1486,No,Single,212k,No
1487,No,Divorced,155k,Yes
1488,No,Single,119k,No
1489,No,Single,166k,No
1490,Yes,Single,234k,No
1491,No,Married,58k,No
1492,No,Married,191k,No
1493,No,Single,72k,Yes
1494,Yes,Single,194k,No
1495,No,Married,166k,No
1496,Yes,Married,230k,No
1497,No,Married,148k,No
1498,Yes,Single,72k,No
1499,No,Single,246k,No
1500,No,Single,146k,No
1501,No,Married,180k,No
1502,No,Married,66k,No
1503,No,Single,68k,Yes
1504,No,Single,190k,No
1505,No,Divorced,164k,No
1506,No,Divorced,232k,No
1507,Yes,Married,128k,Yes
1508,No,Married,130k,No
1509,No,Married,135k,No
1510,No,Married,243k,Yes
1511,No,Single,61k,Yes
1512,No,Married,144k,No
1513,No,Single,167k,No
1514,No,Single,135k,No
1515,Yes,Married,130k,No
1516,Yes,Married,88k,Yes
1517,No,Single,119k,No
1518,Yes,Single,151k,No
1519,Yes,Divorced,211k,No
1520,Yes,Single,137k,Yes
1521,Yes,Divorced,180k,No
1522,No,Divorced,203k,Yes
1523,No,Divorced,166k,Yes
1524,No,Divorced,143k,Yes
1525,No,Single,156k,No
1526,No,Married,193k,No
1527,No,Single,175k,Yes
1528,Yes,Divorced,137k,Yes
1529,No,Married,60k,No
1530,No,Divorced,242k,Yes
1531,No,Single,205k,No
1532,No,Single,224k,No
1533,No,Married,129k,No
1534,No,Married,186k,No
1535,No,Divorced,214k,Yes
1536,No,Married,64k,Yes
1537,Yes,Divorced,222k,No
1538,Yes,Divorced,153k,No
1539,No,Single,162k,No
1540,No,Single,158k,No
1541,No,Divorced,145k,No
1542,No,Single,53k,Yes
1543,No,Single,184k,No
1544,No,Single,210k,Yes
1545,Yes,Divorced,219k,No
1546,Yes,Single,54k,No
1547,Yes,Single,157k,No
1548,No,Divorced,230k,Yes
1549,No,Married,111k,No
1550,No,Single,145k,No
1551,Yes,Single,121k,No
1552,No,Divorced,218k,No
1553,No,Divorced,176k,No
1554,No,Married,162k,No
1555,Yes,Divorced,59k,No
1556,No,Single,215k,No
1557,No,Single,176k,No
1558,No,Divorced,242k,Yes
1559,No,Single,55k,Yes
1560,Yes,Single,53k,No
1561,Yes,Divorced,158k,No
1562,Yes,Single,221k,No
1563,No,Married,228k,Yes
1564,No,Married,241k,No
1565,No,Married,106k,No
1566,No,Single,152k,No
1567,No,Divorced,160k,Yes
1568,Yes,Divorced,111k,No
1569,No,Single,247k,No
1570,Yes,Divorced,219k,Yes
1571,No,Single,160k,No
1572,No,Married,190k,No
1573,No,Divorced,95k,No
1574,No,Single,200k,No
1575,No,Married,59k,Yes
1576,No,Single,211k,No
1577,No,Married,121k,No
1578,No,Single,210k,Yes
1579,No,Single,184k,Yes
1580,No,Single,120k,No
1581,Yes,Divorced,153k,Yes
1582,Yes,Divorced,161k,No
1583,No,Married,107k,No
1584,No,Single,109k,No
1585,No,Married,65k,No
1586,No,Married,213k,No
1587,Yes,Married,165k,No
1588,No,Married,182k,No
1589,No,Single,83k,Yes
1590,No,Single,107k,No
1591,No,Married,182k,No
1592,No,Single,239k,No
1593,No,Married,187k,Yes
1594,Yes,Married,195k,No
1595,No,Married,125k,No
1596,No,Single,216k,No
1597,No,Married,142k,No
1598,No,Married,226k,Yes
1599,Yes,Single,80k,Yes
1600,No,Married,183k,No
1601,No,Married,126k,Yes
1602,No,Married,244k,Yes
1603,Yes,Single,161k,No
1604,No,Single,114k,Yes
1605,No,Divorced,236k,No
1606,No,Single,134k,Yes
1607,No,Divorced,246k,Yes
1608,No,Married,248k,Yes
1609,No,Single,101k,No
1610,No,Married,78k,No
1611,No,Single,180k,No
1612,No,Married,104k,Yes
1613,No,Single,67k,Yes
1614,No,Single,97k,Yes
1615,No,Single,159k,No
1616,Yes,Divorced,247k,No
1617,Yes,Married,122k,No
1618,Yes,Divorced,140k,No
1619,No,Single,213k,No
1620,Yes,Married,73k,Yes
1621,No,Married,237k,No
1622,No,Single,106k,No
1623,Yes,Single,195k,No
1624,No,Married,52k,No
1625,Yes,Married,58k,Yes
1626,No,Married,205k,No
1627,No,Married,145k,Yes
1628,No,Single,165k,No
1629,No,Divorced,72k,No
1630,Yes,Single,198k,No
1631,No,Single,158k,No
1632,Yes,Single,117k,No
1633,No,Divorced,179k,Yes
1634,No,Married,101k,Yes
1635,No,Single,92k,Yes
1636,No,Married,220k,No
1637,No,Married,185k,No
1638,Yes,Married,240k,No
1639,No,Single,158k,Yes
1640,No,Single,160k,Yes
1641,No,Single,198k,Yes
1642,No,Single,125k,Yes
1643,No,Married,78k,No
1644,No,Divorced,111k,No
1645,No,Single,89k,Yes
1646,No,Divorced,154k,Yes
1647,No,Married,242k,No
1648,No,Divorced,109k,No
1649,Yes,Married,102k,Yes
1650,No,Married,155k,No
1651,No,Married,182k,No
1652,No,Single,74k,No
1653,No,Single,230k,No
1654,No,Married,114k,No
1655,No,Single,221k,No
1656,No,Divorced,235k,Yes
1657,Yes,Divorced,149k,No
1658,No,Married,63k,No
1659,No,Married,127k,Yes
1660,No,Single,196k,No
1661,No,Single,183k,Yes
1662,No,Single,244k,No
1663,Yes,Married,237k,No
1664,No,Single,124k,No
1665,No,Single,173k,No
1666,No,Divorced,71k,Yes
1667,Yes,Single,101k,Yes
1668,Yes,Single,138k,No
1669,No,Single,180k,No
1670,Yes,Single,219k,No
1671,Yes,Single,77k,No
1672,No,Single,67k,No
1673,No,Married,167k,No
1674,No,Single,81k,Yes
1675,No,Single,208k,No
1676,No,Single,109k,Yes
1677,No,Married,81k,No
1678,Yes,Single,204k,No
1679,No,Single,77k,Yes
1680,No,Married,146k,Yes
1681,No,Single,138k,Yes
1682,No,Divorced,167k,Yes
1683,No,Single,98k,Yes
1684,No,Married,97k,Yes
1685,No,Single,50k,Yes
1686,Yes,Married,244k,No
1687,No,Divorced,180k,Yes
1688,No,Married,98k,No
1689,No,Divorced,228k,No
1690,Yes,Single,100k,No
1691,No,Divorced,160k,Yes
1692,No,Divorced,126k,Yes
1693,Yes,Married,183k,No
1694,Yes,Divorced,169k,No
1695,No,Single,185k,No
1696,No,Single,176k,No
1697,Yes,Married,83k,No
1698,Yes,Divorced,150k,No
1699,Yes,Single,82k,No
1700,Yes,Single,72k,Yes
1701,No,Married,171k,No
1702,No,Single,119k,No
1703,No,Single,164k,No
1704,No,Married,173k,Yes
1705,No,Single,187k,Yes
1706,Yes,Married,92k,Yes
1707,No,Married,141k,Yes
1708,No,Single,198k,No
1709,No,Married,216k,No
1710,No,Single,182k,No
1711,No,Single,63k,Yes
1712,Yes,Married,94k,Yes
1713,Yes,Married,112k,No
1714,Yes,Single,199k,No
1715,Yes,Married,131k,Yes
1716,No,Married,218k,No
1717,Yes,Single,148k,No
1718,No,Single,96k,Yes
1719,No,Divorced,205k,Yes
1720,Yes,Divorced,52k,Yes
1721,No,Married,154k,No
1722,Yes,Married,113k,No
1723,No,Married,221k,No
1724,No,Single,172k,No
1725,No,Single,97k,Yes
1726,No,Married,214k,Yes
1727,No,Divorced,142k,Yes
1728,No,Divorced,137k,No
1729,No,Single,60k,Yes
1730,No,Married,65k,Yes
1731,No,Single,237k,No
1732,No,Single,225k,Yes
1733,No,Single,102k,Yes
1734,No,Single,122k,No
1735,No,Single,125k,Yes
1736,No,Single,229k,No
1737,Yes,Single,162k,No
1738,No,Single,165k,Yes
1739,No,Divorced,131k,No
1740,No,Married,75k,No
1741,No,Single,110k,No
1742,No,Married,66k,No
1743,Yes,Single,233k,No
1744,No,Single,209k,No
1745,No,Divorced,167k,Yes
1746,No,Single,142k,No
1747,Yes,Divorced,155k,No
1748,No,Married,167k,No
1749,No,Married,79k,No
1750,No,Single,133k,Yes
1751,No,Single,86k,No
1752,Yes,Married,157k,No
1753,Yes,Divorced,232k,No
1754,No,Single,122k,Yes
1755,No,Divorced,97k,Yes
1756,No,Single,201k,Yes
1757,No,Divorced,81k,No
1758,No,Divorced,226k,Yes
1759,No,Married,230k,Yes
1760,Yes,Divorced,105k,Yes
1761,No,Married,178k,Yes
1762,No,Single,210k,No
1763,No,Single,155k,No
1764,No,Single,237k,Yes
1765,Yes,Single,124k,No
1766,No,Single,113k,Yes
1767,No,Married,205k,No
1768,Yes,Single,114k,No
1769,No,Married,198k,No
1770,Yes,Divorced,137k,No
1771,No,Single,217k,No
1772,No,Married,111k,No
1773,No,Married,187k,No
1774,No,Married,129k,No
1775,No,Married,212k,Yes
1776,Yes,Married,233k,No
1777,No,Single,56k,Yes
1778,Yes,Married,60k,No
1779,Yes,Single,133k,No
1780,Yes,Married,151k,No
1781,No,Single,165k,No
1782,No,Single,249k,No
1783,Yes,Divorced,186k,No
1784,No,Married,66k,Yes
1785,Yes,Divorced,54k,No
1786,No,Single,145k,Yes
1787,No,Married,161k,Yes
1788,No,Single,71k,Yes
1789,No,Married,79k,Yes
1790,No,Married,71k,No
1791,No,Single,66k,Yes
1792,Yes,Married,227k,No
1793,No,Single,249k,No
1794,No,Single,237k,Yes
1795,No,Divorced,210k,No
1796,No,Divorced,237k,Yes
1797,No,Married,57k,No
1798,No,Married,158k,No
1799,Yes,Single,146k,Yes
1800,No,Single,172k,No
1801,No,Single,127k,No
1802,Yes,Divorced,129k,Yes
1803,Yes,Single,217k,Yes
1804,No,Single,244k,No
1805,Yes,Married,161k,No
1806,No,Married,213k,No
1807,Yes,Divorced,211k,No
1808,No,Single,249k,Yes
1809,No,Married,65k,No
1810,Yes,Married,239k,No
1811,Yes,Divorced,72k,No
1812,No,Single,57k,Yes
1813,No,Single,227k,No
1814,No,Single,181k,No
1815,Yes,Married,185k,No
1816,Yes,Single,197k,No
1817,No,Single,139k,No
1818,No,Single,100k,Yes
1819,No,Married,167k,No
1820,No,Married,234k,No
1821,No,Single,210k,No
1822,Yes,Single,69k,No
1823,No,Single,237k,Yes
1824,No,Married,71k,No
1825,No,Single,143k,No
1826,No,Single,60k,Yes
1827,No,Married,215k,No
1828,Yes,Single,235k,No
1829,Yes,Single,183k,No
1830,No,Divorced,149k,Yes
1831,No,Married,168k,Yes
1832,Yes,Married,167k,No
1833,No,Married,149k,Yes
1834,Yes,Married,76k,No
1835,No,Divorced,106k,No
1836,No,Single,110k,No
1837,Yes,Single,141k,No
1838,No,Married,107k,No
1839,No,Married,217k,No
1840,No,Married,246k,No
1841,No,Divorced,167k,Yes
1842,No,Married,134k,No
1843,No,Married,219k,No
1844,Yes,Divorced,249k,No
1845,No,Married,174k,No
1846,No,Single,65k,Yes
1847,No,Single,52k,Yes
1848,No,Married,85k,Yes
1849,Yes,Married,156k,No
1850,Yes,Married,249k,No
1851,No,Married,234k,No
1852,Yes,Single,102k,No
1853,No,Married,206k,Yes
1854,Yes,Married,129k,Yes
1855,Yes,Divorced,237k,No
1856,No,Married,107k,No
1857,Yes,Divorced,191k,No
1858,No,Married,138k,No
1859,No,Divorced,98k,Yes
1860,No,Divorced,63k,Yes
1861,No,Single,151k,No
1862,No,Married,85k,No
1863,Yes,Divorced,144k,Yes
1864,Yes,Single,165k,No
1865,No,Single,98k,No
1866,Yes,Single,176k,No
1867,Yes,Married,199k,No
1868,No,Divorced,148k,No
1869,No,Single,132k,Yes
1870,Yes,Divorced,63k,No
1871,No,Single,195k,No
1872,No,Single,154k,No
1873,Yes,Married,120k,Yes
1874,No,Divorced,223k,Yes
1875,No,Married,224k,No
1876,No,Divorced,54k,No
1877,Yes,Single,54k,Yes
1878,Yes,Married,101k,Yes
1879,No,Divorced,166k,Yes
1880,No,Single,101k,Yes
1881,No,Single,130k,No
1882,Yes,Married,199k,Yes
1883,Yes,Single,85k,No
1884,No,Divorced,119k,Yes
1885,No,Single,175k,No
1886,No,Single,211k,Yes
1887,Yes,Single,164k,No
1888,No,Married,247k,No
1889,No,Married,148k,No
1890,No,Single,247k,Yes
1891,No,Divorced,107k,No
1892,No,Married,170k,Yes
1893,No,Married,235k,Yes
1894,Yes,Single,228k,No
1895,Yes,Single,134k,No
1896,No,Married,144k,No
1897,Yes,Married,149k,No
1898,No,Married,241k,No
1899,No,Single,75k,Yes
1900,Yes,Single,91k,Yes
1901,No,Single,135k,No
1902,No,Married,224k,Yes
1903,No,Single,130k,No
1904,Yes,Divorced,167k,No
1905,No,Single,150k,Yes
1906,No,Single,197k,No
