Refund,Marital Status,Taxable Income,Cheat
No,Married,128k,No
Yes,Married,116k,Yes
Yes,Single,186k,No
No,Married,161k,No
No,Married,178k,No
Yes,Single,206k,No
No,Married,90k,No
No,Single,83k,Yes
No,Single,196k,Yes
No,Single,242k,No
Yes,Married,172k,No
Yes,Married,111k,No
Yes,Married,98k,No
Yes,Single,99k,No
No,Married,159k,No
No,Married,157k,No
No,Single,102k,Yes
No,Married,230k,Yes
No,Married,68k,No
Yes,Married,194k,No
No,Single,112k,No
No,Single,86k,Yes
No,Single,167k,No
No,Divorced,55k,Yes
No,Divorced,240k,No
No,Married,185k,No
No,Divorced,159k,No
No,Married,123k,No
Yes,Married,85k,No
No,Single,228k,No
Yes,Divorced,67k,Yes
No,Married,187k,No
No,Single,182k,Yes
No,Single,137k,No
Yes,Married,86k,No
No,Divorced,207k,No
No,Married,149k,No
No,Divorced,97k,Yes
No,Married,66k,No
No,Married,62k,Yes
No,Single,249k,No
Yes,Married,120k,No
No,Married,142k,No
No,Married,100k,No
Yes,Married,243k,No
No,Divorced,86k,Yes
No,Married,125k,No
No,Married,235k,No
No,Married,96k,No
Yes,Single,146k,No
No,Single,92k,Yes
Yes,Married,126k,No
No,Married,162k,Yes
Yes,Single,179k,No
No,Divorced,158k,No
No,Single,198k,No
No,Single,247k,No
No,Single,240k,No
No,Single,224k,No
No,Single,201k,Yes
No,Single,131k,Yes
No,Single,65k,Yes
No,Married,70k,No
No,Married,231k,No
No,Married,214k,No
No,Single,125k,No
No,Married,247k,No
Yes,Single,240k,No
No,Married,227k,No
Yes,Married,182k,No
No,Single,123k,No
No,Single,77k,Yes
No,Married,90k,No
No,Divorced,118k,Yes
No,Married,242k,No
Yes,Single,218k,No
No,Divorced,189k,No
Yes,Single,152k,No
Yes,Married,186k,No
No,Single,172k,No
Yes,Single,129k,No
No,Married,228k,Yes
No,Married,214k,No
No,Single,221k,No
No,Married,111k,No
Yes,Single,237k,No
No,Divorced,209k,No
No,Married,245k,No
No,Married,56k,No
Yes,Divorced,233k,No
No,Divorced,182k,No
No,Divorced,61k,Yes
No,Married,178k,No
Yes,Divorced,132k,No
No,Married,60k,No
No,Single,97k,Yes
No,Single,183k,No
Yes,Married,179k,No
Yes,Single,219k,No
Yes,Single,241k,No
No,Married,169k,No
Yes,Married,245k,No
No,Divorced,68k,Yes
Yes,Single,229k,No
No,Single,245k,No
Yes,Married,97k,No
Yes,Single,242k,No
No,Married,150k,No
No,Married,110k,No
No,Divorced,150k,No
Yes,Married,52k,No
No,Divorced,59k,Yes
No,Single,108k,No
Yes,Single,70k,Yes
No,Married,72k,No
No,Married,249k,No
No,Single,157k,No
No,Married,204k,No
Yes,Married,179k,Yes
No,Single,207k,No
No,Married,239k,No
Yes,Divorced,236k,No
No,Single,122k,Yes
No,Single,71k,Yes
No,Single,225k,No
No,Married,66k,No
No,Single,175k,No
Yes,Single,168k,No
Yes,Married,210k,No
No,Married,68k,No
No,Single,83k,Yes
Yes,Single,176k,No
No,Divorced,122k,No
No,Single,103k,Yes
No,Single,215k,No
No,Divorced,133k,No
Yes,Married,83k,Yes
No,Married,151k,No
No,Divorced,179k,No
No,Single,79k,Yes
No,Single,201k,No
No,Single,105k,No
No,Single,174k,No
Yes,Divorced,138k,No
No,Married,242k,No
No,Divorced,189k,No
Yes,Single,68k,No
No,Married,94k,No
No,Single,154k,No
No,Single,249k,No
Yes,Married,160k,No
No,Married,154k,No
No,Married,147k,No
No,Married,72k,No
No,Divorced,212k,No
No,Single,242k,No
Yes,Single,183k,No
No,Married,179k,No
No,Married,63k,No
No,Single,154k,No
No,Single,162k,No
No,Single,169k,No
No,Married,193k,No
No,Married,50k,No
Yes,Single,232k,No
Yes,Single,233k,No
No,Single,131k,No
No,Married,119k,No
Yes,Single,72k,No
Yes,Married,219k,No
No,Divorced,88k,Yes
No,Married,204k,No
No,Single,131k,No
No,Married,51k,No
No,Single,172k,Yes
No,Divorced,142k,Yes
No,Single,87k,Yes
No,Single,95k,Yes
No,Married,126k,No
Yes,Married,60k,No
No,Married,231k,No
Yes,Married,205k,No
No,Divorced,169k,No
No,Single,99k,Yes
Yes,Married,108k,No
No,Single,104k,No
No,Married,239k,No
Yes,Married,136k,No
No,Married,210k,No
No,Single,231k,Yes
No,Divorced,224k,No
No,Divorced,105k,Yes
Yes,Single,205k,No
No,Single,177k,Yes
Yes,Single,222k,No
No,Single,64k,Yes
Yes,Married,247k,No
No,Married,130k,Yes
No,Divorced,74k,Yes
No,Single,122k,Yes
No,Single,76k,Yes
No,Single,228k,No
No,Single,72k,Yes
No,Married,105k,No
No,Divorced,144k,No
No,Single,246k,Yes
No,Married,139k,No
No,Married,183k,No
No,Divorced,89k,Yes
No,Divorced,59k,Yes
No,Married,222k,No
No,Single,134k,No
Yes,Single,132k,No
No,Married,203k,No
No,Divorced,216k,No
No,Married,233k,No
No,Married,210k,No
Yes,Married,109k,No
Yes,Married,108k,No
No,Married,159k,Yes
Yes,Single,186k,No
No,Single,233k,No
Yes,Married,83k,No
No,Single,168k,No
No,Divorced,154k,No
No,Single,243k,No
Yes,Single,141k,No
No,Married,107k,No
No,Single,157k,No
Yes,Married,105k,No
Yes,Single,101k,No
No,Single,119k,No
No,Single,52k,Yes
Yes,Single,132k,No
No,Single,70k,Yes
Yes,Single,138k,No
No,Single,210k,No
No,Single,133k,No
No,Single,128k,No
Yes,Single,82k,No
No,Single,202k,No
Yes,Single,192k,No
Yes,Single,96k,Yes
No,Single,53k,Yes
No,Single,104k,No
No,Married,128k,No
Yes,Divorced,128k,No
No,Married,73k,No
No,Divorced,153k,No
Yes,Divorced,240k,No
No,Single,155k,No
No,Married,175k,No
No,Married,126k,Yes
No,Divorced,213k,No
No,Married,245k,No
No,Divorced,231k,No
Yes,Divorced,192k,No
No,Single,203k,Yes
Yes,Divorced,143k,No
No,Divorced,201k,No
No,Divorced,109k,Yes
No,Single,199k,No
No,Single,72k,Yes
No,Married,236k,No
No,Divorced,74k,Yes
Yes,Married,149k,No
No,Married,180k,No
No,Single,180k,No
No,Married,105k,Yes
No,Married,243k,Yes
No,Single,247k,No
No,Single,113k,Yes
Yes,Single,143k,Yes
No,Married,91k,No
Yes,Single,179k,No
Yes,Single,202k,No
Yes,Single,132k,No
Yes,Married,182k,No
No,Single,195k,No
No,Married,114k,No
No,Single,133k,No
No,Married,219k,No
No,Divorced,121k,No
No,Divorced,76k,Yes
Yes,Divorced,231k,No
No,Married,204k,No
No,Married,211k,No
No,Divorced,217k,No
No,Divorced,136k,No
No,Divorced,144k,No
No,Single,103k,No
Yes,Single,172k,No
No,Divorced,88k,Yes
No,Single,241k,No
No,Single,233k,No
No,Single,123k,No
No,Divorced,82k,Yes
No,Married,152k,No
No,Divorced,232k,No
No,Divorced,180k,Yes
No,Married,244k,No
No,Single,186k,No
No,Married,61k,No
No,Single,70k,Yes
Yes,Single,109k,Yes
No,Single,102k,No
Yes,Married,168k,No
No,Divorced,133k,No
No,Single,58k,Yes
No,Married,221k,No
No,Married,165k,No
Yes,Married,242k,No
No,Married,160k,No
Yes,Married,51k,No
Yes,Single,76k,No
No,Single,107k,No
Yes,Divorced,61k,Yes
Yes,Single,155k,No
No,Married,70k,Yes
No,Married,186k,No
Yes,Divorced,139k,No
Yes,Married,114k,No
No,Married,93k,No
No,Single,91k,Yes
No,Divorced,179k,No
No,Single,233k,No
No,Single,218k,No
Yes,Divorced,133k,No
No,Divorced,65k,Yes
Yes,Married,66k,No
No,Married,67k,No
No,Divorced,139k,No
Yes,Single,92k,No
Yes,Single,151k,No
Yes,Single,233k,No
No,Single,162k,No
Yes,Married,161k,No
Yes,Married,133k,No
No,Divorced,228k,No
No,Single,102k,Yes
No,Divorced,169k,No
No,Married,181k,No
No,Divorced,229k,Yes
No,Divorced,104k,Yes
No,Married,104k,No
Yes,Married,178k,No
Yes,Divorced,111k,Yes
No,Single,147k,No
No,Single,175k,No
No,Single,138k,No
No,Married,157k,No
No,Married,115k,No
Yes,Married,115k,No
Yes,Married,190k,No
No,Married,211k,No
Yes,Married,169k,No
No,Married,119k,No
No,Married,200k,No
No,Single,200k,No
No,Married,248k,No
No,Married,195k,No
No,Divorced,139k,No
No,Divorced,210k,No
No,Married,126k,Yes
Yes,Single,132k,No
No,Married,192k,No
No,Single,247k,No
No,Married,144k,No
Yes,Married,182k,No
No,Married,129k,Yes
No,Single,237k,No
Yes,Married,240k,No
Yes,Married,93k,No
No,Single,168k,No
No,Married,219k,No
Yes,Single,220k,No
Yes,Single,211k,No
No,Divorced,67k,Yes
No,Married,233k,No
No,Single,97k,Yes
Yes,Married,119k,No
No,Married,238k,No
No,Married,129k,No
Yes,Single,168k,No
Yes,Divorced,211k,No
Yes,Married,172k,No
Yes,Single,216k,No
No,Single,172k,No
No,Married,201k,No
No,Single,236k,No
Yes,Married,135k,No
No,Married,249k,No
Yes,Divorced,146k,No
No,Single,242k,No
No,Single,174k,Yes
Yes,Single,81k,No
No,Married,168k,No
No,Divorced,150k,No
No,Married,105k,No
No,Divorced,65k,Yes
No,Single,163k,No
No,Married,176k,Yes
No,Single,170k,No
Yes,Married,168k,No
No,Single,151k,Yes
Yes,Single,122k,No
No,Married,185k,No
No,Married,53k,Yes
Yes,Married,60k,No
No,Divorced,150k,No
Yes,Married,104k,No
Yes,Single,112k,No
No,Single,81k,Yes
No,Divorced,118k,Yes
No,Single,247k,No
No,Single,205k,No
Yes,Married,86k,No
Yes,Single,113k,No
No,Single,210k,Yes
Yes,Single,199k,No
No,Single,221k,No
No,Married,230k,No
No,Married,123k,Yes
Yes,Single,130k,No
No,Married,98k,No
No,Divorced,67k,Yes
Yes,Married,106k,No
No,Married,198k,No
No,Married,245k,No
No,Married,183k,No
Yes,Married,220k,No
No,Single,186k,Yes
Yes,Married,81k,Yes
No,Divorced,118k,Yes
No,Divorced,192k,No
No,Single,230k,No
No,Married,120k,Yes
No,Married,118k,No
Yes,Married,74k,No
Yes,Divorced,218k,No
No,Single,239k,No
No,Married,111k,No
No,Married,119k,No
No,Married,81k,No
No,Married,68k,No
No,Married,68k,No
No,Divorced,157k,No
No,Married,189k,No
No,Married,222k,No
Yes,Married,238k,No
Yes,Divorced,222k,No
No,Married,78k,No
Yes,Divorced,155k,Yes
No,Single,104k,No
No,Married,188k,No
No,Single,177k,No
No,Single,199k,Yes
No,Single,190k,No
No,Married,196k,Yes
No,Married,82k,No
No,Single,89k,Yes
No,Married,182k,No
No,Divorced,175k,No
No,Married,82k,No
Yes,Married,205k,No
Yes,Divorced,229k,No
No,Single,93k,Yes
No,Married,107k,No
Yes,Divorced,150k,No
No,Married,194k,No
No,Married,126k,No
Yes,Divorced,207k,No
Yes,Single,161k,Yes
Yes,Married,168k,No
No,Single,114k,No
No,Married,227k,No
No,Married,76k,No
No,Single,185k,No
No,Married,115k,No
Yes,Married,123k,No
No,Single,238k,No
No,Single,179k,No
No,Married,236k,No
No,Divorced,225k,No
No,Married,182k,No
No,Married,176k,No
Yes,Married,203k,No
Yes,Married,243k,No
Yes,Divorced,142k,No
No,Married,222k,No
Yes,Married,57k,No
No,Married,166k,No
Yes,Divorced,55k,No
No,Divorced,217k,No
Yes,Single,173k,No
No,Single,120k,No
No,Divorced,125k,No
Yes,Single,149k,Yes
No,Single,146k,No
No,Divorced,240k,No
Yes,Divorced,93k,Yes
No,Married,222k,No
Yes,Single,180k,No
No,Married,62k,Yes
No,Single,122k,Yes
Yes,Single,147k,No
No,Divorced,186k,No
No,Single,132k,No
No,Single,225k,No
No,Divorced,116k,Yes
No,Single,218k,No
No,Married,239k,Yes
No,Married,248k,No
No,Divorced,173k,No
No,Divorced,206k,No
No,Married,194k,No
No,Divorced,247k,No
No,Married,80k,Yes
No,Divorced,199k,No
No,Single,153k,No
No,Single,158k,No
Yes,Single,227k,No
No,Single,167k,No
No,Single,245k,No
Yes,Married,247k,No
No,Married,186k,No
Yes,Married,168k,Yes
Yes,Single,88k,No
Yes,Married,96k,No
Yes,Divorced,146k,No
No,Married,65k,Yes
Yes,Single,77k,No
Yes,Single,171k,No
No,Married,97k,No
No,Married,198k,No
No,Single,249k,No
No,Married,154k,Yes
No,Divorced,228k,Yes
Yes,Single,140k,No
No,Single,245k,No
Yes,Married,214k,No
Yes,Divorced,119k,No
No,Single,143k,No
No,Single,225k,No
Yes,Married,174k,No
No,Single,202k,No
No,Single,222k,No
No,Single,118k,No
No,Married,56k,No
Yes,Married,220k,No
No,Married,122k,No
No,Divorced,90k,Yes
No,Single,116k,No
Yes,Single,68k,No
No,Single,141k,No
No,Single,96k,Yes
Yes,Married,200k,No
Yes,Married,193k,No
No,Single,68k,Yes
Yes,Married,163k,No
Yes,Single,187k,No
No,Single,240k,No
Yes,Divorced,53k,No
Yes,Divorced,181k,No
Yes,Married,62k,No
No,Single,75k,Yes
No,Married,249k,No
No,Married,145k,No
No,Married,210k,No
No,Single,144k,No
No,Married,189k,Yes
No,Married,121k,No
No,Married,224k,No
No,Single,62k,Yes
No,Divorced,50k,Yes
No,Divorced,120k,No
No,Single,117k,No
No,Single,164k,No
No,Married,96k,No
No,Single,233k,Yes
No,Single,186k,Yes
No,Divorced,231k,No
Yes,Married,65k,Yes
No,Married,114k,No
Yes,Single,83k,No
No,Single,105k,Yes
Yes,Single,74k,No
No,Single,159k,No
No,Married,68k,No
Yes,Married,75k,No
Yes,Single,128k,No
No,Married,174k,No
Yes,Single,189k,No
Yes,Single,69k,Yes
No,Single,200k,No
Yes,Single,134k,No
Yes,Divorced,105k,No
No,Single,167k,No
Yes,Single,106k,No
Yes,Divorced,225k,No
No,Single,219k,No
No,Married,192k,No
No,Divorced,234k,No
No,Married,220k,No
No,Single,94k,Yes
No,Single,53k,Yes
No,Single,240k,No
No,Divorced,166k,No
No,Divorced,66k,Yes
No,Single,120k,No
No,Divorced,101k,Yes
No,Single,79k,Yes
No,Married,132k,No
No,Married,229k,No
No,Single,81k,Yes
Yes,Married,112k,No
Yes,Single,151k,No
Yes,Single,231k,No
No,Single,103k,No
No,Single,164k,No
No,Single,162k,No
Yes,Single,232k,No
Yes,Divorced,174k,Yes
Yes,Married,220k,No
No,Married,146k,No
No,Single,106k,No
No,Divorced,248k,No
No,Single,51k,Yes
No,Married,221k,No
No,Married,218k,No
No,Single,111k,No
No,Single,143k,No
Yes,Divorced,152k,Yes
No,Single,52k,Yes
No,Married,178k,No
No,Divorced,85k,Yes
Yes,Single,173k,Yes
No,Married,175k,No
No,Single,120k,No
Yes,Married,73k,No
No,Single,235k,No
No,Single,125k,No
No,Single,191k,No
No,Single,126k,No
No,Single,78k,Yes
No,Divorced,191k,No
No,Divorced,205k,No
No,Married,125k,No
No,Single,130k,No
No,Married,197k,No
No,Married,119k,No
Yes,Divorced,188k,No
No,Single,151k,No
Yes,Single,79k,Yes
No,Divorced,166k,No
No,Married,83k,No
Yes,Divorced,245k,No
Yes,Single,140k,No
No,Married,166k,No
No,Single,207k,No
No,Married,231k,Yes
No,Single,133k,No
Yes,Married,220k,No
No,Married,51k,No
No,Single,139k,No
Yes,Divorced,181k,No
No,Divorced,101k,Yes
Yes,Single,133k,No
No,Single,130k,No
Yes,Single,235k,No
No,Married,160k,No
Yes,Divorced,154k,No
Yes,Married,216k,No
No,Divorced,230k,Yes
Yes,Married,132k,Yes
No,Married,107k,No
No,Single,208k,No
No,Single,109k,No
Yes,Married,133k,No
No,Single,74k,Yes
Yes,Single,50k,No
No,Married,197k,No
No,Married,122k,Yes
Yes,Married,56k,No
No,Married,135k,No
Yes,Divorced,69k,No
No,Married,204k,No
No,Single,141k,No
No,Single,134k,No
No,Married,147k,No
No,Divorced,63k,Yes
No,Married,96k,Yes
No,Married,56k,No
Yes,Single,85k,No
No,Married,225k,No
No,Divorced,106k,Yes
No,Single,161k,Yes
No,Divorced,156k,No
No,Married,125k,No
Yes,Divorced,162k,No
No,Divorced,168k,No
Yes,Married,61k,No
Yes,Married,158k,Yes
No,Married,192k,Yes
Yes,Divorced,90k,No
No,Single,167k,No
No,Single,242k,No
No,Married,164k,No
No,Married,165k,No
Yes,Single,170k,No
No,Married,235k,No
Yes,Married,220k,No
Yes,Single,81k,Yes
Yes,Single,174k,No
Yes,Single,152k,No
No,Single,84k,Yes
No,Married,88k,No
No,Single,128k,No
Yes,Divorced,202k,No
No,Single,154k,No
Yes,Divorced,50k,No
No,Married,65k,No
No,Married,154k,No
No,Married,176k,No
No,Single,208k,No
Yes,Married,90k,No
Yes,Divorced,219k,No
No,Single,94k,Yes
No,Single,186k,No
No,Married,224k,No
No,Single,117k,No
No,Single,99k,Yes
No,Divorced,60k,Yes
Yes,Married,112k,Yes
No,Married,121k,No
Yes,Single,232k,No
Yes,Married,58k,No
No,Single,107k,No
Yes,Divorced,66k,No
Yes,Married,88k,No
No,Single,52k,Yes
Yes,Married,224k,No
Yes,Married,158k,No
No,Single,241k,Yes
No,Married,195k,Yes
No,Married,60k,No
Yes,Married,173k,No
No,Divorced,166k,Yes
Yes,Divorced,170k,No
Yes,Married,81k,No
Yes,Single,228k,No
Yes,Single,103k,No
No,Single,123k,No
No,Married,218k,No
No,Married,128k,No
No,Single,150k,No
No,Single,241k,No
Yes,Divorced,62k,No
No,Divorced,67k,Yes
No,Single,94k,Yes
No,Divorced,240k,No
No,Divorced,154k,No
No,Divorced,214k,No
No,Married,112k,No
No,Single,245k,Yes
No,Divorced,130k,No
Yes,Married,223k,No
No,Divorced,219k,No
Yes,Married,212k,No
No,Divorced,73k,Yes
Yes,Married,182k,No
No,Married,213k,No
Yes,Single,226k,No
Yes,Married,109k,No
No,Divorced,128k,Yes
No,Married,52k,No
Yes,Single,242k,No
No,Single,213k,No
No,Divorced,65k,Yes
No,Married,232k,No
Yes,Married,191k,No
No,Divorced,166k,No
No,Single,62k,Yes
No,Divorced,78k,Yes
No,Married,248k,Yes
Yes,Single,98k,Yes
No,Married,150k,No
No,Single,184k,No
No,Married,160k,No
No,Divorced,57k,Yes
No,Divorced,151k,No
No,Single,201k,No
No,Single,172k,No
Yes,Single,216k,No
No,Divorced,216k,No
No,Married,191k,No
Yes,Married,244k,No
Yes,Single,176k,No
No,Single,89k,Yes
No,Single,171k,No
No,Divorced,98k,Yes
No,Married,99k,No
No,Single,103k,No
No,Married,131k,No
Yes,Married,103k,No
No,Single,115k,No
Yes,Single,129k,No
Yes,Divorced,119k,No
No,Single,146k,No
No,Married,81k,No
No,Divorced,81k,Yes
No,Married,69k,No
No,Single,192k,No
Yes,Married,125k,No
No,Single,216k,No
Yes,Single,159k,No
No,Married,116k,No
Yes,Single,210k,No
No,Married,209k,Yes
No,Single,99k,Yes
No,Single,201k,No
No,Divorced,126k,No
No,Single,185k,No
No,Divorced,100k,Yes
Yes,Single,192k,No
No,Single,229k,Yes
No,Married,210k,No
Yes,Single,182k,No
Yes,Married,109k,No
No,Single,193k,No
No,Divorced,229k,Yes
No,Divorced,202k,Yes
No,Divorced,111k,Yes
Yes,Divorced,138k,No
No,Single,205k,No
Yes,Divorced,77k,Yes
Yes,Married,212k,No
No,Single,198k,No
No,Divorced,56k,Yes
Yes,Married,73k,No
No,Married,210k,Yes
No,Married,121k,Yes
Yes,Single,56k,No
No,Married,71k,No
No,Married,185k,No
No,Married,179k,No
No,Married,65k,Yes
No,Married,205k,No
Yes,Married,88k,No
No,Divorced,110k,Yes
No,Single,144k,No
No,Divorced,171k,No
No,Married,60k,No
Yes,Single,60k,No
No,Single,137k,No
No,Single,191k,Yes
No,Single,157k,No
Yes,Married,202k,No
No,Married,142k,No
No,Married,79k,Yes
Yes,Married,187k,No
Yes,Married,180k,No
No,Divorced,148k,No
Yes,Married,224k,No
No,Divorced,52k,Yes
No,Married,131k,No
No,Divorced,197k,No
Yes,Married,185k,No
Yes,Single,57k,No
No,Married,179k,No
Yes,Married,188k,No
No,Single,152k,No
No,Married,190k,No
Yes,Married,76k,No
No,Married,148k,No
No,Single,50k,Yes
No,Married,154k,No
No,Married,73k,No
No,Married,188k,No
No,Single,167k,No
Yes,Married,105k,Yes
Yes,Single,70k,No
No,Married,115k,No
Yes,Divorced,84k,No
No,Married,120k,Yes
No,Divorced,121k,Yes
No,Single,80k,Yes
No,Single,58k,Yes
No,Single,181k,No
No,Married,183k,Yes
No,Single,225k,No
No,Single,117k,No
Yes,Married,216k,No
Yes,Divorced,190k,No
Yes,Single,62k,No
No,Single,176k,Yes
Yes,Single,91k,No
Yes,Divorced,167k,No
No,Single,243k,Yes
Yes,Married,204k,No
No,Married,149k,No
Yes,Married,93k,No
No,Single,214k,No
No,Married,135k,No
No,Single,106k,Yes
Yes,Single,174k,No
Yes,Single,89k,No
No,Married,163k,No
Yes,Married,81k,Yes
No,Single,129k,No
No,Single,142k,No
No,Married,113k,No
Yes,Single,87k,Yes
No,Single,160k,No
Yes,Single,96k,No
No,Single,50k,Yes
No,Single,248k,No
No,Married,202k,Yes
Yes,Single,99k,No
Yes,Divorced,101k,No
Yes,Single,232k,No
No,Single,84k,Yes
No,Divorced,136k,No
No,Single,153k,No
No,Married,90k,No
Yes,Single,217k,No
No,Married,163k,Yes
No,Married,72k,Yes
No,Single,201k,No
No,Divorced,181k,No
No,Married,115k,No
Yes,Divorced,154k,No
No,Single,118k,No
No,Married,133k,No
No,Single,173k,No
No,Single,154k,No
Yes,Married,104k,No
No,Divorced,100k,Yes
No,Single,70k,Yes
No,Divorced,62k,Yes
No,Divorced,90k,Yes
No,Single,137k,No
Yes,Single,147k,No
No,Divorced,213k,No
No,Married,144k,No
No,Married,140k,No
Yes,Divorced,144k,No
No,Married,96k,Yes
No,Divorced,50k,Yes
Yes,Single,173k,No
Yes,Divorced,131k,No
Yes,Single,75k,No
No,Single,145k,No
No,Divorced,240k,No
No,Single,174k,No
No,Divorced,94k,Yes
Yes,Married,127k,No
No,Single,185k,No
Yes,Single,155k,No
No,Married,97k,No
No,Married,105k,No
No,Single,104k,No
No,Single,150k,No
Yes,Married,131k,No
No,Married,86k,Yes
No,Married,185k,No
Yes,Married,197k,No
No,Divorced,99k,Yes
No,Divorced,134k,No
No,Single,236k,No
No,Divorced,245k,No
No,Divorced,94k,Yes
No,Single,104k,No
Yes,Married,138k,No
No,Single,103k,No
Yes,Single,243k,No
No,Married,84k,No
No,Divorced,234k,No
No,Divorced,55k,Yes
No,Single,249k,No
No,Single,159k,No
No,Divorced,245k,No
No,Divorced,207k,Yes
No,Divorced,183k,Yes
Yes,Married,162k,No
No,Single,84k,Yes
No,Married,249k,No
No,Single,245k,No
No,Married,193k,No
No,Single,120k,No
No,Married,60k,Yes
No,Single,196k,No
No,Married,126k,No
No,Divorced,164k,No
Yes,Married,178k,No
No,Single,100k,No
No,Married,168k,No
No,Single,221k,No
No,Divorced,56k,Yes
Yes,Divorced,185k,No
No,Married,222k,No
Yes,Married,112k,Yes
No,Single,212k,No
Yes,Single,211k,No
No,Single,188k,No
No,Single,173k,No
Yes,Married,230k,No
Yes,Married,211k,No
No,Single,66k,Yes
No,Married,87k,No
Yes,Divorced,165k,No
No,Married,166k,No
No,Divorced,146k,No
No,Single,215k,No
No,Married,84k,No
No,Married,141k,No
Yes,Divorced,206k,No
No,Divorced,182k,No
No,Divorced,197k,Yes
No,Married,156k,No
Yes,Single,98k,Yes
No,Single,194k,No
No,Divorced,238k,No
No,Divorced,71k,Yes
No,Divorced,92k,Yes
Yes,Divorced,87k,No
Yes,Single,74k,No
No,Single,160k,No
Yes,Divorced,150k,No
No,Married,214k,No
Yes,Single,196k,No
No,Divorced,190k,No
No,Married,213k,No
No,Married,116k,No
Yes,Single,139k,No
No,Single,147k,No
Yes,Divorced,167k,Yes
No,Single,212k,Yes
Yes,Married,59k,No
Yes,Married,114k,No
No,Married,104k,No
No,Single,210k,No
No,Married,243k,No
No,Divorced,222k,No
No,Married,104k,No
No,Single,149k,No
Yes,Single,163k,No
Yes,Married,124k,No
No,Divorced,236k,No
Yes,Married,145k,No
No,Single,124k,No
No,Divorced,221k,No
Yes,Married,247k,No
No,Married,207k,Yes
No,Single,174k,No
Yes,Married,161k,No
No,Single,186k,No
No,Married,100k,No
Yes,Married,108k,No
Yes,Divorced,77k,No
Yes,Married,239k,No
Yes,Divorced,132k,No
No,Married,210k,No
No,Married,122k,No
No,Married,227k,Yes
No,Married,139k,No
No,Single,141k,No
Yes,Married,165k,No
No,Divorced,161k,No
No,Married,65k,No
Yes,Single,203k,No
No,Single,50k,Yes
Yes,Married,98k,No
Yes,Single,207k,No
No,Divorced,156k,No
No,Married,83k,No
No,Divorced,77k,Yes
No,Married,100k,No
No,Single,171k,No
No,Married,109k,No
No,Divorced,211k,No
No,Divorced,178k,No
No,Divorced,171k,No
Yes,Divorced,153k,No
No,Single,224k,No
No,Single,244k,No
No,Married,209k,No
No,Married,196k,No
Yes,Divorced,76k,No
No,Married,112k,No
No,Single,161k,No
No,Single,215k,No
Yes,Married,69k,No
No,Married,50k,No
No,Married,81k,No
No,Married,70k,No
No,Single,71k,Yes
No,Single,86k,Yes
No,Single,131k,No
No,Single,199k,No
No,Divorced,93k,Yes
Yes,Single,248k,No
No,Married,80k,Yes
No,Married,161k,Yes
Yes,Married,118k,Yes
No,Married,88k,No
No,Married,143k,Yes
No,Single,163k,No
No,Single,116k,No
Yes,Married,210k,No
Yes,Single,114k,No
No,Single,180k,No
No,Divorced,213k,No
Yes,Single,80k,No
No,Divorced,101k,Yes
No,Married,200k,No
No,Married,225k,Yes
Yes,Single,156k,No
No,Single,221k,No
No,Single,87k,Yes
No,Married,220k,No
No,Married,215k,No
No,Single,139k,No
No,Married,111k,No
Yes,Married,181k,No
Yes,Divorced,145k,No
No,Single,115k,No
No,Married,61k,No
No,Married,184k,Yes
No,Married,63k,No
Yes,Single,193k,No
Yes,Single,66k,No
No,Married,99k,Yes
No,Single,84k,Yes
No,Single,174k,Yes
No,Single,64k,Yes
No,Single,96k,Yes
Yes,Married,184k,No
Yes,Divorced,163k,Yes
No,Single,217k,No
